steps,ingredients,name,id
"Preheat oven to 400f. Spray baking sheet with cooking spray. Slice potatoes into 12 wedges each. Place all the potatoes into a large bowl. Sprinkle salt, pepper, and cumin over potatoes, drizzle oil over seasonings and toss the potatoes until all are coated. Spread potatoes onto baking sheet in a single layer. Bake for 10, remove from oven and turn. Place back into oven and cook for 10 more minutes, then turn again. Return to oven and continue cooking until golden brown -- probably 5 - 10 more minutes. Each serving size is 12 wedges.","ground cumin, salt, paprika, olive oil, pita bread",spiced pita cumin crisps,348804
"Preheat oven to 350 degrees. Line a large glass baking dish with foil,. Put the ground beef in a large bowl and add the onion and garlic, knead together, add bread crumbs and italian seasoning -- mix all together. Add the egg and milk -- knead together well with hands --. Form pieces of meat into 1 inch balls, place in baking dish -- bake for about 20-30 minutes --. I usually put them in a large pan on the stove and cover with spaghetti sauce for a few minutes at medium heat, but thats optional.","pizza crusts, pizza sauce, cheddar cheese, meatballs, dried italian seasoning",meatball pizza,21704
"In 4 or 5-quart sauce pot, cook sliced scottish swede and onion over medium-high heat 5 minutes. Stirring frequently or until browned. Add apples and cook stirring frequently about 1 minute. Stir in sauerkraut, chicken broth and caraway seeds. Reduce heat to low. Cover and simmer for 20 minutes or until apples are tender and flavors blended.","rutabaga, onion, oil, bacon drippings, sweet apples, seasoning, nutmeg",special scottish swede,17960
"Place plum orange jam in a non-reactive saucepan and bring to a boil, stirring. Boil hard for 2 minutes, stirring constantly. Take off the heat, stir in the pectin and ladle into hot sterilized jars. Seal and process in a hot water bath for 10 minutes. Place hot jars on a towel on your counter and let cool overnight. Check seals.","blue plums, orange, rind of, sugar, lemon juice, liquid fruit pectin",microwave plum orange jam,12758
"Preheat oven to 425 degrees and boil water. In a 13x9 casserole dish, combine rice and contents of seasoning packet. Add boiling water to dish and mix well. Add chicken, sprinkle with garlic powder. Cover and continue to bake for another 8-10 minutes or until chicken is no longer pink in center.","chicken breast halves, oil, cream of broccoli soup, milk, cheddar cheese, rice",easy cheesy chicken breasts,17362
"Heat the oil in a large, heavy pan until it is very hot. Add the popcorn and cover with lid. Reduce the heat. Shake the pan occasionally so all the corn will cook and it will not brown. When the popping sound stops, remove pan from the heat and let cool slightly. Discard any kernels that have not popped. Add the chili powder. Shake the pan again and again to make sure that all of the corn is covered with chili powder. Transfer to a bowl. Add lime juice just before serving.","vegetable oil, popcorn, butter, pecorino romano cheese, ground pepper",cacio e pepe popcorn,361375
"In a large skillet, heat butter or oil. Add in onions. Fry over medium heat until onions are soft and golden brown. Prepare gravy and keep warm. Grill or fry hamburgers to desired degree of doneness. Cook french fries in the oven according to package directions. Right before the burgers and fries are done, toast the bread. Place 1 slice on each of 2 plates. Remove fries from oven and place half on each slice of toast. Cut each burger into bite-size pieces and place on top of fries. Ladle cup gravy over each serving, top each with half the fried onions, and serve immediately.","brown sugar, lemon juice, onion, salt, pepper, hamburger, pork sausage links",smoky link burgers,292448
"Melt butter over low heat in large saucepan. Add flour, heat until bubbly. Add milk and light cream. Bring to a boil, reduce heat and simmer 2 minutes, stirring constantly. Bring to a boil, reduce heat","butter, heavy whipping cream, parmesan cheese, nutmeg, salt & pepper",ron s favorite alfredo sauce,21996
"Preheat oven to 350°F. Line a baking sheet with parchment paper. Bake for 20-25 minutes, or until golden brown. Remove from oven and let cool completely. Remove","plain flour, sugar, eggs, coconut milk, baking powder, green food coloring, desiccated coconut, salt",putu ayu indonesian steamed coconut cupcakes,257194
"Preheat oven to 350 degrees. Place the bread cubes in two greased 6-oz. Custard cups. In a small bowl, whisk the egg and creamer. Pour over the bread. Sprinkle with the caramel pieces, nuts, and cinnamon and dot with butter. Bake for 18-20 minutes or until bubbly and golden brown. Cool slightly before serving.","french bread, milk, sugar, eggs, vanilla, butter, cinnamon, heavy whipping cream, white chocolate, brandy",bread pudding with white chocolate brandy sauce,193570
Preheat oven to 400 degrees. Place the polenta on a baking sheet spray top side with cooking spray. Bake for 5 minutes. Remove from oven. Place all your goodies on the polenta. Bake again for 5 minutes. Remove,"water, polenta, salt, spaghetti sauce, sliced mushrooms, garlic cloves, nutritional yeast",easy mushroom garlic polenta pizza,137622
"Preheat oven to 400 degrees. Add hot water to stuffing mix. Stir till blended. Set aside. Saute italian sausage in a large nonstick skillet over med-high heat until nicely browned. Add vegetables to skillet, saute until crisp tender. Drain any oil in skillet. Cover with tomato sauce. Cover with prepared stuffing. Bake 25 minutes or until heated throughout.","bulk pork sausage, evaporated milk, eggs, cheddar cheese, red pepper, green onions, onion powder, garlic powder, italian bread",suppertime sausage bake,253421
"In skillet, heat corn oil over medium heat, add chops& onion, brown. Set chops aside. Add remaining ingradiants. Stirring constantly, bring to a boil, return chops to skillet. Reduce heat and simmer 20 minutes or until tender. Spoon sauce over pork chops.","pork chops, onions, condensed tomato soup, beef bouillon cube, water, salt, pepper",pork chops in tomato and onion gravy,235745
Place cucumbers and onions in a bowl. Combine rest of ingredients in a measuring cup. Stir well. Pour over cucumbers and onions. Chill for 4 hours.,"distilled white vinegar, superfine sugar, sambal oelek, fresh coriander, cucumbers",cucumber vinegar sauce,34164
"In a medium saucepan, over medium heat, combine the sugar, margarine, milk and peanut butter. Bring to a boil, then boil for 1 full minute. Remove from heat and stir in the peanut butter, oats, vanilla and chocolate milk mix. Drop by spoonfuls onto waxed paper. Let stand until completely cool.","sugar, margarine, milk, peanut butter, vanilla, rolled oats",peanut butter no bake cookies,129040
"2-3 hours before your guests arrive, peel, core, and cut the peach into bite-sized chunks on a ridged cutting board to catch any juices. Place pineapple chunks into a large clear glass punch bowl or bowle pitcher, pouring in any of the pineapple juices. Peel mango and cut into small cnunks and add to the pineapple. Pour the madeira and 1 bottle of white wine over the fruit. Cover and chill until the guests arrive. When the guests arrive, add the remaining wine and the champagne and serve.","peaches, sugar, riesling wine, champagne",pfirsichbowle german sparkling peach wine punch,62157
Place chicken in a baking dish. Mix sour cream and soups. Pour over chicken. Mix cracker crumbs and melted margarine. Sprinkle on top of casserole. Bake in 350 degree oven for 25 minutes or until lightly browned.,"cheddar cheese, cream of celery soup, milk, canned chicken, french-fried onions, wide egg noodles",amy s chicken casserole,291228
"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set.","butter, vanilla, sugar, flour, eggs, baking powder, milk, salt",original girl scout cookies,106294
"Preheat oven to 400. Slice top off bread, clean out round. Reserve top and cut scooped out bread into cubes. Mix all ingredients and fill bread cavity. Wrap bread in foil and bake for 1 hour. Meanwhile spread cubes on cookie sheet and crisp on lower rack uncovered about 10 minutes. Remove bread from foil, stir carefully. Surround with toasted cubes to dip.","pizza dough, butter, garlic salt, parmesan cheese",tsr version of little caesars crazy bread by todd wilbur,263645
"Preheat oven to 400 degrees. Spread pork chops on chops. Sprinkle rosemary, salt and pepper. Turn to other side and repeat. Place breadcrumbs on shallow dish. Coat chops on both sides in crumbs. Heat skillet on medium high heat. Drizzle small amount of olive oil. Heat. Brown chops for a couple of minutes on each side. Place chops in oven. Cook for 20 minutes.","pork loin chops, dijon mustard, italian seasoned breadcrumbs, salt, pepper, cayenne pepper, cooking spray",air fried pork chops,314735
In small saucepan bring milk and cinnamon just to a boil. Stir in couscous. Remove pan from heat. Cover and allow to stand 5 minutes. Sprinkle pear over top and serve.,"low-fat milk, honey, ground cinnamon, couscous, fruit bits, pecans",hot breakfast couscous,158028
"Heat oil in a large saut pan over medium heat. Add lamb. Cook until tender, about 3 minutes per side. Transfer lamb to platter, cover, and roast lamb chops to desired doneness, about 10 minutes for medium-rare. Transfer lamb to platter, cover, and","lamb steaks, garlic clove, salt, pepper, flour, eggs, breadcrumbs, shortening",breaded lamb steaks,398183
"In a large skillet over medium heat, toast sandwiches for 4 - 5 minutes on each side or until bread is lightly browned and cheese is melted.","bread, mayonnaise, cheddar cheese, cooked ham, green onion, lemon juice, hot pepper sauce",ham and cheese bites,407477
"Spread mayonnaise on one side of a piece of toast. Spread mayonnaise on second piece of toast and place on top, mayo side down. Spread mayonnaise on third piece of toast and place on the stack mayo side down. Slice sandwich in quarters diagonally. Skewers or long toothpicks may be used to hold all the layers together.","bread, miracle whip, chicken breast, lettuce, crisp bacon, fresh tomatoes, american cheese, basil",victory s triple decker club sandwich,222844
"Melt chocolate in microwave on high for 60 seconds. Stir and continue to cook on high for another 30 seconds or until chocolate is completely melted. Beat cream cheese until smooth. Add powdered sugar and continue beating until well blended. Stir in chocolate, vanilla and extract flavouring. Refrigerate for 2 hours or until firm. Shape into 1 inch balls. Roll into cocoa, powdered sugar, nuts or dip into melted chocolate. Store in refrigerator. Alternative. Use white chocolate in place of semi-sweet chips and follow same directions.","chocolate wafers, cocoa nibs, sugar, unsalted butter, heavy cream, bittersweet chocolate, dark rum",chocolate truffle tart with chocolate nib crust,287373
"In a large skillet, melt butter over medium heat. Add eggs, milk, salt, pepper, ham, onion, fresh mushrooms, green bell pepper, salt and pepper, butter. Beat with wire whisk until smooth. Pour over the ham and vegetable mixture in the skillet. Sprinkle the top with the cheese. Stir as it cooks until the eggs are no longer shiny.","butter, stale bread, eggs, milk, salt, pepper, ham",breakfast in a pan,67198
