Unnamed: 0,result
506,"Preheat oven to 350 degrees f. In a medium casserole dish mix together green beans, milk, cream of chicken soup, frozen corn, water chestnuts, onion, sour cream, velveeta cheese, butter, butter flavored cracker. Bake in a 325-degree fahrenheit oven until brown. Drain grease from meatballs. Combine meatballs and green beans in casserole dish and pour soup on top. Return to oven and bake at 300 degrees for 1 to 1 hours."
507,"In large non-stick skillet, heat oil over medium high heat. Add onions. Once onions begin to brown reduce heat to low. Continue to cook onions until soft and caramelized. This should take a total of 20-30 minutes. Roll dough out. Spread pesto. Layer remaining ingredients and onions over sauce. Bake according to dough directions."
508,"Heat olive oil over medium heat. Saut crushed garlic for 1-2 minutes. Stir in tomato sauce. Add salt, pepper, and pesto. Add cream cheese and stir well until fully melted. Stir parmesan cheese until melted. Add cream and stir well."
509,"Place beef on top of vegetables. Mix horseradish, salt, pepper and 1 cup water. Pour over top of beef. Cover and cook on low for 8-10 hours or until beef and vegetables are tender. Remove 2 cups of juices from crock pot and put into small sauce pan. Mix corn starch with 2 t cold water and then add to juices. Bring to a boil while stirring constantly until thickened. Serve gravy over meat and vegetables."
510,"In a non-stick skillet, cook chicken for 4-5 minutes on each side or until juices run clear. On roll, layer the bacon, chicken and cheese. Broil 4-6 inches from the heat for 1-2 minutes or until cheese is melted. Top with romaine and mayo. Add additional topping to your liking."
512,"Heat oven to 350. Beat butter and sugar in a large bowl on until well blended. Beat in eggs, vanilla, and applesauce. Combine flour, baking soda and salt and add to butter mixture, beating until well blended stir in mints candies. Pour into two loaf pans. Bake for 60 minutes or until wooden pick inserted in center comes out clean cool completely in pan. Drizzle with glaze or wait until the cake is sliced and then drizzle with glaze to maximize the glazed area."
513,"Heat oven to 180 degrees celsius in a small saucepan, add pears, sugar, and 4 tbsp water. Cook gently over low heat about 5 minutes until pears are just tender. Remove from heat and stir in the mangoes and stem ginger. Spoon mixture into a 1. 75 litre baking dish and leave to cool. For the crumble mixture, rub butter into the flower until crumbly. Stir in sugar and pecans, then sprinkle mixture over the fruit mixture. Bake at 180 degrees c for 30 minutes until lightly browned on top. If freezing, prepare to end of step 2. Wrap whole dish in large freezer bag, seal, and freeze up to 1 month. Can be baked from frozen in a 160 degree c oven for 50 minutes. Serve with cream or vanilla ice cream."
514,"In large non-stick skillet, heat oil over medium high heat. Add onions. Once onions begin to brown reduce heat to low. Continue to cook onions until soft and caramelized. This should take a total of 20-30 minutes. Roll dough out. Spread pesto. Layer remaining ingredients and onions over sauce. Bake according to dough directions."
516,"Preheat oven to 350 degrees. Place the squash cut side up in a baking dish with inch of water in the bottom of the pan. Cover the dish and bake for 45 minutes. Meanwhile, combine the cinnamon, pineapple, nutmeg, allspice, and ginger. When squash has been cooked, remove from oven. Let cool down for 10 minutes. Carefully scoop out the pulp from the halves and combine with the pineapple and cinnamon mixture. Replace the squash into the shells and return to the oven and bake for 7 minutes more until pineapple is hot and bubbly."
517,"Combine all of the ingredients, except the pineapple, together in a blender. Cover and blend on low speed for 3 minutes. Pour into a greased 9-inch pie pan. Bake at 350 degrees for 40 minutes, or until knife comes out clean."
518,"Melt butter in a large saucepan. Add leeks, onions and potatoes and stir. Cover saucepan and sweat veg for 10-15 minutes. Add stock and milk and bring to boil. Add cream to taste."
519,"Preheat oven to 400. Melt butter on a low flame in a small sauce pan. Add garlic and saute on low for about 1 minute. Add the lemon juice and shut off flame. Spray the bottom of a baking dish lightly with cooking spray. Place the fish on top and season with salt and pepper. Pour the lemon butter mixture on the fish and top with fresh parsley. Bake at 400 until cooked, about 15 minutes."
520,"Place fillets in a greased baking dish. Combine rosemary, wine, lemon juice and pour over the fish. Top with scallions and mushrooms. Cover with aluminum foil. Bake in preheated 350-degree oven for about 15 minutes or until flaky. Sprinkle with parsley and season with salt and pepper."
521,"Cook potatoes in their jackets, until done. Cool slightly and peel. Cut into thin slices while still warm. In a non-stick skillet, add a mixture of canola oil and olive oil- just enough to coat the bottom of pan. Heat oil and add potato slices, garlic, and onion. Season with salt and pepper. Saute until golden brown. Sprinkle liberally with chopped chives or parsley."
522,In a small saucepan combine water and sugar. Bring to a boil over medium heat. Stir in candied violets. Cook until the candied violets have completely dissolved. Remove from heat. Stir in almond extract and vanilla. Serve.
523,"Saute chicken and rice stuffed bell peppers in butter in saucepan over medium heat until tender. Add flour, and salt and pepper, cooking and stirring until mixture is smooth and bubbly. Add broth and milk, stirring constantly until mixture comes to a boil and begins to thicken. Add broth and milk, stirring constantly until mixture comes to a boil and begins to"
524,"Mix pudding and pineapple in bowl. Gently stir in whipped topping. Cut cake horizontally into thirds. Spread one-third pudding mixture over bottom layer of cake. Top with second layer. Repeat layering, ending with pudding. Refrigerate at least 1 hour or until ready to serve. Garnish with your favorite seasonal berries."
525,"In medium bowl, combine brown sugar, ground cinnamon, red apple, green apple, walnut pieces, light cream cheese, sharp cheddar cheese, light sour cream, cracker. Beat until well blended. Spread into a ball by rolling it around inside the bowl. Once ball is formed, pour crushed nuts into a second bowl, and roll cheese ball in the crushed nuts until the outside is covered. Presenting the cheese ball on a plate, place cinnamon stick and bay leaf in the top of the ball to make it look like an apple."
526,"Preheat oven to 350. In large mixing bowl, combine flour, white sugar, baking soda, eggs, and crushed pineapple. Mix well. Pour mixture into an ungreased 9x13 pan. Sprinkle brown sugar and chopped nuts over cake batter. Bake for 30 minutes. Ten minutes before cake is done, start making the frosting. Combine all frosting ingredients in a medium size sauce pan and bring to a boil. Reduce heat slightly and let boil for 5 minutes. Pour frosting on cake as soon as it comes out of the oven. Serve cake cool or warm. Top with whipped cream if desired."
527,"Preheat oven to 450 degrees f. Combine the biscuit mix, cheese, sesame seed and half and half in a bowl and mix well. Shape into balls and place on a greased baking sheet, flaten slightly with palm of hand. Brush with the melted butter. Bake for 10 to 12 minutes or until lightly browned."
528,"I use 2 tablespoons of general foods international vanilla caramel latte from the makers of maxwell house instead of folgers caramel groove cafe latte mix, but this site does not recognize it because it is new. Fill your blender almost to the top. Add skim milk to blender. Mix 2 tbsp vanilla caramel latte with your coffee until dissolved than add to blender. Blend on med to high speed. My blender has a frappe speed and that is what i use. Blend until you reach the consistency you prefer. You can always add more milk if this mixture is to thick. If you do not use enough ice, it will be very watery and it will not be anything like mcdonalds frappe. Top with whipped cream and caramel. I also stir in some caramel before adding the whipped cream. But to each his own."
529,"Heat oil in a large skillet on medium heat, add spinach, tomatoes, onion powder, salt and pepper, and saute for about 7 minutes or until spinach and tomatoes wilt. Add ravioli to skillet and cook for 3 more minutes. Serve hot and sprinkle with parmesan cheese."
530,"Preheat oven to 350f. Brown ground beef. Drain. Mix ground beef with salsa, taco seasoning, and salad dressing. Mix well. In a 2-quart baking dish, layer half of the meat mixture, 1 cup of cheese and 1 cup of the tortilla chips. Repeat the layers. Bake, covered, for 30-40 minutes or until heated through and bubbly. Take off cover the last 10 minutes of baking. Top with lettuce and tomato before serving."
531,"Heat the oil in a wok over a medium heat for 1 minute. Add the chicken and stir-fry for 5 minutes or until golden. Stir in the vegetables and stir-fry for 5 minutes, or until tender-crisp. Transfer the contents of the wok to a large salad bowl, add the salad greens and mix well. Whisk together the dressing and the soy sauce in a small bowl, drizzle it over the salad-vegetable mixture and toss to combine. Serve with noodles or rice."
533,"Heat oven to 425. Coat a cookie sheet with nonstick spray. Place 4 tortillas on cookie sheet. Sprinkle with half the cheese, then all the corn and bacon. Cover with eggs. Top with scallions, the remaining cheese and tortillas. Lightly coat tortillas with nonstick spray. Bake 6 minutes. Then turn over and bake 6 minutes more until lightly browned and crisp. Cut in wedges. Serve with salsa."
