response,target_recipe
"Mix ground beef, saltines, onion and eggs together in a bowl. Form into patties. Brown in a frying pan with a little bit of oil. Pour on your favorite brown gravy mix and simmer until heated through. Serve with mashed potatoes and green beans or any other side you wish.
name: chicken bakeingredients: large fresh boneless skinless chicken breasts (about 2 pounds), uncooked long grain rice (1/4 cup per person), butter (about 4 tablespoons), garlic powder, onion powder, salt, pepper, shredded cheddar cheese (about 1/4 cup per person), uncooked peas (optional), frozen peas (optional)preparation:Preheat oven to 350 degrees F (175 degrees C). Butter 13 x 9 inch baking dish. Sprinkle 1/4 cup of the rice evenly in the bottom of the baking dish. Place the chicken breasts in the baking dish. Season with garlic powder, on",99816
"Heat oil in a 4-quart saucepan over medium-high heat. Add okra and onion. Cook and stir until okra is soft and lightly browned, about 6 minutes. Stir in tomatoes and sauce. Bring to a boil. Reduce heat. Cover and simmer for 15 minutes or until okra is tender. Stir in garlic and basil. Cook and stir 1 minute longer. Serve over hot cooked rice.",438092
"Soak gelatin in cold water, let stand 10 minutes. In blender container place oranges, apricots, sweetener and gelatin. Process until smooth. Add yogurt, egg whites, and rind. Blend 30 seconds more. Refrigerate at least 4 hours before serving. Garnish with orange slices.",448950
Place the iceberg lettuce in a large bowl. Mix together the dressing ingredients in a small bowl. Pour the dressing over the iceberg lettuce and toss to coat. Add the carrot to the salad. Serve with toasted sesame seeds.,3278
"Cook spaghetti according to directions. In a large skillet, saute the onions and green pepper in butter until tender. Add the chicken. Cook until done. In a small saucepan combine the soup, milk and colby cheese. Add the seasonings and cook over low heat until the cheese has melted and the mixture is well blended. Add the cooked spaghetti to the skillet with the vegetables and chicken. Add the cheese sauce and stir until heated through. Serve immediately. Serves 6-8.
name: easy yummy creamy chicken tetrazziniingredients: cream of mushroom soup, chicken breasts, noodles, onion salt, milk, american cheese, salt and pepperpreparation:Cook noodles as directed on box. Partially thaw chicken, then dice. Cook chicken in skillet. In a separate small sauce pan, add cream of mushroom soup, milk, and cheese. Stir over low heat until melted. When noodles are done, strain, and return to sauce pan. Add",506
"In a large saucepan over medium heat, warm the oil. Add the flour and whisk to combine. Cook the flour for 1 to 2 minutes. Slowly whisk in the stock until smooth. Add the tomato sauce, dried oregano and ground cumin and whisk to combine. Add the salt and whisk to combine. Simmer for 5 to 10 minutes. Serve with enchiladas.
These are so easy and delicious. I use them as a dip or as a topping for baked potatoes and steak. They are wonderful and quick.
This is a very easy recipe to use. I just put the ingredients together and serve.
A super easy and delicious recipe. My family loves this!
Very easy and tasty. You can add more things if you want to but it was good as is.",345085
"Preheat oven to 400 degrees F (200 degrees C). Place pearl onions in a bowl with the olive oil and cover with water. Bake for 30 minutes until tender. Place the onions on a clean towel and rub the oil off the skin. In a small bowl, mix together the balsamic vinegar, water, sugar and salt. Pour the mixture over the pearl onions and allow to set for 30 minutes. Serve immediately or refrigerate up to 2 days.",58720
"Remove seeds and pits from avocado. Mash with a fork or potato masher. Add remaining ingredients and mix well. Chill for 30 minutes before serving. Serve with tortilla chips.
I don't like guacamole so much.
Guacamole is really good with Mexican food and tasty with almost any dish!
I love guacamole! I really like to get it from a restaurant where they put it in a big dish and use a spatula to serve it.
Guacamole is a yummy dip!
I love guacamole and use it often.
I love guacamole. I prefer it made with lemon juice rather than lime juice.
I LOVE guacamole! I use it as a dip for tortilla chips.
I love guacamole! I use it a lot for snacks.
I've tried several different guacamole recipes and I've decided that I like mine better without all of those extra flavors. My recipe is simple and tasty.
I love Guacamole. I like",363838
"Brew the tea according to package directions. Add the chocolate syrup and the splenda. Add the creamer until desired sweetness is reached. Serve over ice, topped with whipped cream. Serve immediately.",214113
"In a medium saucepan combine milk, sugar and salt over medium heat. Cook until mixture thickens to the consistency of heavy whipping cream, stirring frequently and scraping bottom of pan with rubber spatula. Stir in half and half and extract and chill mixture to room temperature. In a large mixing bowl whip heavy cream with electric mixer on high speed until it is almost to soft peaks stagedo not over beat. In another bowl beat egg yolks with an electric mixer until they are pale yellow and thick. With mixer on low speed gradually add about one cup of the hot milk mixture to egg yolks, stirring constantly to temper yolks and avoid curdling. Then add egg mixture to hot milk mixture and stir until smooth. Pour mixture through a strainer into a bowl and stir to remove any lumps. Cover surface of custard with plastic wrap and chill at least four hours or overnight. Once custard is chilled process custard base in an ice cream machine according to manufacturers instructions. When almost frozen add raspberries and blackberries and continue processing until mixture is thick and creamy and resemb",36284
Combine 2 cups of water and 2 tablespoons of instant coffee in a small saucepan and bring to a boil over medium heat. Remove from heat and let the mixture cool completely. Add sugar and stir to dissolve. Serve over ice with milk if desired.,506355
Cut eggplant into 1/2 inch rounds. Place in bowl with olive oil. Toss to coat. Place on baking sheet. Bake for about 15 minutes or until lightly browned. Cut melon into 1/2 inch cubes. Place 1/4 of eggplant on a tortilla. Top with 1/4 of melon. Sprinkle with soy sauce. Top with 1/2 teaspoon brown sugar. Add a pinch of smoked paprika. Drizzle with a little bit of vinegar. Top with a pinch of cumin. Add 1/4 teaspoon of salt. Roll up tortilla. Secure with toothpicks. Repeat with remaining tortillas.,479838
"In a large pot, saute the onions in 2 tablespoons of the butter until soft. Add the carrots and cook until slightly soft. Add the potatoes and cook for 30 minutes. Add the stock and season with salt and pepper. Bring to a boil then reduce heat to low. Cook for 1 hour. Cool slightly. In a blender, puree until smooth. Stir in the cilantro. In a large bowl, combine all remaining ingredients. Garnish each serving with a dollop of sour cream.",268180
Heat olive oil in a large pot. Add garlic and cook until it is brown. Add escarole and cook until soft. Add broth and beans and bring to a boil. Reduce heat and simmer for 15 minutes. Season with red pepper flakes and parmesan cheese. Serve with bread.,63541
Brown meat in large pot and drain. Add all remaining ingredients and stir until well mixed. Cook over low heat until bubbly. Serve topped with cheese and sour cream.,17643
"Preheat oven to 350. Brown chicken and ham in butter. In a bowl, mix soup and sour cream. Add breadcrumbs and monterey jack. Spread over top of chicken mixture. Bake at 350 for 20 minutes. Serve over rice.",11470
"Bring the water to a boil in a medium saucepot. Add the steel-cut oats and salt. Reduce the heat to low, cover the pot and cook for 30 minutes, stirring occasionally until the oatmeal is creamy and the liquid is absorbed. Stir in the pumpkin puree and cinnamon stickheat through. Serve in a bowl topped with fresh blueberries, if desired. Makes 4 servings.",330197
"Soak cheese in ouzo. Dredge cheese with flour. Heat oil until almost smoking. Saut cheese, brown for 1 minute on each side. Flame with more ouzo. Transfer to serving platter. Squeeze lemon slice over top. Sprinkle with oregano. Garnish with olives. Serve with tomato, pita bread and kalamata olives.
name: fried halloumi sandwichesingredients: halloumi cheese, flatbreads, rosemary leavespreparation:Slice halloumi into 5 pieces. Heat a non-stick pan over medium heat. Add 1 slice of halloumi and cook for 3-4 minutes on each side until golden brown. Add a rosemary leaf to each slice. Repeat with remaining slices of halloumi. Serve on flatbreads topped with sliced cucumber, rocket leaves and a drizzle of honey.",160683
Place all in a large bowl. Drizzle with lemon juice. Sprinkle with salt and pepper. Chill for at least 30 minutes.,308203
"In 2-quart saucepan over medium heat, add butter and diced tomatoes. Stir and cook 1 minute. Add evaporated milk and salt and pepper to taste. Cook until heated through. Makes 2 cups",26180
Combine all spices in small bowl. Sprinkle both sides of chops with spice mixture. Let rest for 30 minutes. Brown chops in hot oil for 3 minutes per side.,238097
Hard boil eggs in water for 10 minutes then leave them to cool. Meanwhile take sausage meat and put into a bowl and add egg and fat to it and season with salt & pepper. Roll into golf ball sized balls and flatten to a round shape about 3 inches in diameter. Wrap the sausage meat around each egg. Then roll in breadcrumbs and fry in hot oil until cooked through and brown in color. Serve hot with a salad of your choice.,18885
"In a small skillet, saute the bacon until lightly browned. Drain wellset aside. In a small bowl, combine the shallots, garlic, brown sugar, orange juice, balsamic vinegar, grainy mustard, olive oil, salt to taste and reserved baconmix well. Drizzle over salad greens or other fresh vegetables. Serves 4 to 6.
 chicken salad with pineapple dressingingredients: chicken breasts, chicken breast, cider vinegar, granulated sugar, pineapple juice, mayonnaise, pecanspreparation:Cut chicken breasts in 1/2-inch cubes. In a large bowl combine chicken, cider vinegar, sugar, pineapple juice and mayonnaisemix well. Chill 30 minutes. Stir in pecans.",337037
